id,screen/route,file:line,kind,core_path,hebrew_source
he-0890,/admin/diagnostics,src/routes/admin.diagnostics.tsx:82,string,no,מחויבות גבוהה לתהליך ההכשרה. מבין שהרישיון הוא תהליך ולא אירוע חד-פעמי.
he-0891,/admin/diagnostics,src/routes/admin.diagnostics.tsx:83,string,no,ציפיות ריאליות ומותאמות לשוק — מנבא יציבות תעסוקתית.
he-0892,/admin/diagnostics,src/routes/admin.diagnostics.tsx:84,string,no,מזדהה עם תפקיד הנהג כמקצוע — מנבא מוסר עבודה ואיכות שירות גבוהים.
he-0893,/admin/diagnostics,src/routes/admin.diagnostics.tsx:85,string,no,ביטוי גבוה של חוסן בהקשר תרבותי — מוכנות לשאת בכישלון ולנסות שוב.
he-0894,/admin/diagnostics,src/routes/admin.diagnostics.tsx:86,string,no,הקהילה כמקור כוח — מנבא מחויבות ומוסר עבודה גבוהים.
he-0895,/admin/diagnostics,src/routes/admin.diagnostics.tsx:87,string,no,נכונות להתמודד עם מצבים מאיימים — תכונה הכרחית לנהג רכב ציבורי.
he-0896,/admin/diagnostics,src/routes/admin.diagnostics.tsx:88,string,no,תגובה מיטבית לתרחיש הלחץ — עצירה בטוחה ודיווח מיידי. תגובה נכונה ביטחונית וחוקית.
he-0897,/admin/diagnostics,src/routes/admin.diagnostics.tsx:98,string,no,מצוין
he-0898,/admin/diagnostics,src/routes/admin.diagnostics.tsx:98,string,no,טוב
he-0899,/admin/diagnostics,src/routes/admin.diagnostics.tsx:98,string,no,בינוני
he-0900,/admin/diagnostics,src/routes/admin.diagnostics.tsx:98,string,no,נמוך
he-0901,/admin/diagnostics,src/routes/admin.diagnostics.tsx:117,template,no,"<li style=""color:#9C4E00;font-size:12px;margin-bottom:6px;padding-right:8px;"">${qLabels[k] || k} — ציון ${v}/4 — מומלץ לחזק</li>"
he-0902,/admin/diagnostics,src/routes/admin.diagnostics.tsx:125,template,no,<title>דוח BEQA — ${name} — ${reportNo}</title>
he-0903,/admin/diagnostics,src/routes/admin.diagnostics.tsx:131,template,no,/* כריכה */
he-0904,/admin/diagnostics,src/routes/admin.diagnostics.tsx:142,template,no,/* תוכן */
he-0905,/admin/diagnostics,src/routes/admin.diagnostics.tsx:148,template,no,/* פרטים */
he-0906,/admin/diagnostics,src/routes/admin.diagnostics.tsx:154,template,no,/* ציונים */
he-0907,/admin/diagnostics,src/routes/admin.diagnostics.tsx:160,template,no,/* טבלה */
he-0908,/admin/diagnostics,src/routes/admin.diagnostics.tsx:166,template,no,/* המלצות */
he-0909,/admin/diagnostics,src/routes/admin.diagnostics.tsx:173,template,no,/* החלטה */
he-0910,/admin/diagnostics,src/routes/admin.diagnostics.tsx:179,template,no,/* חתימות */
he-0911,/admin/diagnostics,src/routes/admin.diagnostics.tsx:185,template,no,/* פוטר */
he-0912,/admin/diagnostics,src/routes/admin.diagnostics.tsx:188,template,no,/* הדפסה */
he-0913,/admin/diagnostics,src/routes/admin.diagnostics.tsx:200,template,no,<!-- ════ עמוד 1 — כריכה ════ -->
he-0914,/admin/diagnostics,src/routes/admin.diagnostics.tsx:203,template,no,"<div class=""subtitle"">דוח אבחון פסיכולוגי-תעסוקתי מקיף<br>BEQA — Biometric Educational Quality Assessment</div>"
he-0915,/admin/diagnostics,src/routes/admin.diagnostics.tsx:210,template,no,סודי — לשימוש מקצועי בלבד &nbsp;|&nbsp; משרד התחבורה &nbsp;|&nbsp; רשות הרישוי<br>
he-0916,/admin/diagnostics,src/routes/admin.diagnostics.tsx:211,template,no,מסמך זה מיועד להגשה רשמית בלבד
he-0917,/admin/diagnostics,src/routes/admin.diagnostics.tsx:215,template,no,<!-- ════ תוכן ════ -->
he-0918,/admin/diagnostics,src/routes/admin.diagnostics.tsx:218,template,no,<!-- פרטי מועמד -->
he-0919,/admin/diagnostics,src/routes/admin.diagnostics.tsx:220,template,no,"<div class=""section-title"">פרטי המועמד <span class=""pg"">עמוד 1/6</span></div>"
he-0920,/admin/diagnostics,src/routes/admin.diagnostics.tsx:222,template,no,"<div class=""info-item""><div class=""lbl"">שם מלא</div><div class=""val"">${name}</div></div>"
he-0921,/admin/diagnostics,src/routes/admin.diagnostics.tsx:223,template,no,"<div class=""info-item""><div class=""lbl"">תאריך אבחון</div><div class=""val"">${date}</div></div>"
he-0922,/admin/diagnostics,src/routes/admin.diagnostics.tsx:224,template,no,"<div class=""info-item""><div class=""lbl"">קהילה ושפה</div><div class=""val"">${community}</div></div>"
he-0923,/admin/diagnostics,src/routes/admin.diagnostics.tsx:225,template,no,"<div class=""info-item""><div class=""lbl"">מספר דוח</div><div class=""val"">BEQA-2026-${reportNo}</div></div>"
he-0924,/admin/diagnostics,src/routes/admin.diagnostics.tsx:226,template,no,"<div class=""info-item""><div class=""lbl"">גורם מאבחן</div><div class=""val"">Haile Drive AI BEQA v1.0</div></div>"
he-0925,/admin/diagnostics,src/routes/admin.diagnostics.tsx:227,template,no,"<div class=""info-item""><div class=""lbl"">תאריך הפקה</div><div class=""val"">${today}</div></div>"
he-0926,/admin/diagnostics,src/routes/admin.diagnostics.tsx:231,template,no,<!-- ציונים -->
he-0927,/admin/diagnostics,src/routes/admin.diagnostics.tsx:233,template,no,"<div class=""section-title"">ציונים מרכזיים <span class=""pg"">עמוד 2/6</span></div>"
he-0928,/admin/diagnostics,src/routes/admin.diagnostics.tsx:235,template,no,"<div class=""score-box""><div class=""num"">${score}</div><div class=""lbl"">ציון BEQA כולל</div></div>"
he-0929,/admin/diagnostics,src/routes/admin.diagnostics.tsx:236,template,no,"<div class=""score-box""><div class=""num"">${psych}/4</div><div class=""lbl"">ציון פסיכולוגי</div></div>"
he-0930,/admin/diagnostics,src/routes/admin.diagnostics.tsx:237,template,no,"<div class=""score-box""><div class=""num"" style=""color:${recColor}"">${rec}</div><div class=""lbl"">דרגת המלצה</div></div>"
he-0931,/admin/diagnostics,src/routes/admin.diagnostics.tsx:240,template,no,⚡ הדוח מבוסס על האבחון הפסיכולוגי המושלם (14 שאלות).
he-0932,/admin/diagnostics,src/routes/admin.diagnostics.tsx:241,template,no,"מדדים ביומטריים (rPPG, ניתוח פנים) יתווספו עם חיבור חיישנים מאושרים — שלב ב של המערכת."
he-0933,/admin/diagnostics,src/routes/admin.diagnostics.tsx:245,template,no,<!-- ניתוח שאלות -->
he-0934,/admin/diagnostics,src/routes/admin.diagnostics.tsx:247,template,no,"<div class=""section-title"">ניתוח פסיכולוגי מפורט — שאלה אחר שאלה <span class=""pg"">עמוד 3/6</span></div>"
he-0935,/admin/diagnostics,src/routes/admin.diagnostics.tsx:249,template,no,"האבחון מבוסס על 14 שאלות שנבנו בהתאם למתודולוגיית פסיכולוג תעסוקתי מומחה לקהילות אתיופית, רוסית ושבט המנשה."
he-0936,/admin/diagnostics,src/routes/admin.diagnostics.tsx:253,template,no,"<th style=""width:25%"">מדד</th>"
he-0937,/admin/diagnostics,src/routes/admin.diagnostics.tsx:254,template,no,"<th style=""width:12%;text-align:center"">ציון</th>"
he-0938,/admin/diagnostics,src/routes/admin.diagnostics.tsx:256,template,no,"<th style=""width:10%"">הערכה</th>"
he-0939,/admin/diagnostics,src/routes/admin.diagnostics.tsx:257,template,no,"<th style=""width:45%"">פרשנות מקצועית</th>"
he-0940,/admin/diagnostics,src/routes/admin.diagnostics.tsx:259,template,no,"<tbody>${answersRows || '<tr><td colspan=""5"" style=""padding:12px;text-align:center;color:#999;"">אין נתוני שאלות</td></tr>'}</tbody>"
he-0941,/admin/diagnostics,src/routes/admin.diagnostics.tsx:263,template,no,<!-- פרופיל -->
he-0942,/admin/diagnostics,src/routes/admin.diagnostics.tsx:265,template,no,"<div class=""section-title"">פרופיל אישיות וגורמי סיכון/הגנה <span class=""pg"">עמוד 4/6</span></div>"
he-0943,/admin/diagnostics,src/routes/admin.diagnostics.tsx:268,template,no,<h4>✔ חוזקות שזוהו</h4>
he-0944,/admin/diagnostics,src/routes/admin.diagnostics.tsx:269,template,no,"<ul style=""list-style:none;padding:1;"">${strengths || '<li style=""color:#276749;font-size:12px;padding-right:8px;"">לא זוהו חוזקות בציון 4/4</li>'}</ul>"
he-0945,/admin/diagnostics,src/routes/admin.diagnostics.tsx:272,template,no,<h4>◆ תחומים לחיזוק</h4>
he-0946,/admin/diagnostics,src/routes/admin.diagnostics.tsx:273,template,no,"<ul style=""list-style:none;padding:1;"">${improvements || '<li style=""color:#9C4E00;font-size:12px;padding-right:8px;"">לא זוהו תחומים קריטיים לחיזוק</li>'}</ul>"
he-0947,/admin/diagnostics,src/routes/admin.diagnostics.tsx:278,template,no,<!-- המלצות -->
he-0948,/admin/diagnostics,src/routes/admin.diagnostics.tsx:280,template,no,"<div class=""section-title"">המלצות מקצועיות ונתיב פעולה <span class=""pg"">עמוד 5/6</span></div>"
he-0949,/admin/diagnostics,src/routes/admin.diagnostics.tsx:281,template,no,"<p style=""font-weight:bold;margin-bottom:8px;color:#0D1B2A;"">המלצות מיידיות:</p>"
he-0950,/admin/diagnostics,src/routes/admin.diagnostics.tsx:285,jsx_text,no,"לקיים ראיון פנים-אל-פנים נוסף תוך 30 יום, עם דגש על שליטה עצמית בתרחישי עימות"
he-0951,/admin/diagnostics,src/routes/admin.diagnostics.tsx:286,jsx_text,no,"להשלים מבחן תיאוריה רשמי לפני קביעת מועד מרב""ד"
he-0952,/admin/diagnostics,src/routes/admin.diagnostics.tsx:287,jsx_text,no,לשלב המועמד בסימולטור נהיגה ובמבחני הכנה של Haile Drive AI
he-0953,/admin/diagnostics,src/routes/admin.diagnostics.tsx:288,jsx_text,no,לבצע אבחון BEQA מלא עם חיישנים ביומטריים לאחר חיבור SDK
he-0954,/admin/diagnostics,src/routes/admin.diagnostics.tsx:292,jsx_text,no,"המועמד כשיר לשלב המרב""ד הרשמי — מומלץ לתאם מועד בהקדם"
he-0955,/admin/diagnostics,src/routes/admin.diagnostics.tsx:293,jsx_text,no,להשלים מבחן תיאוריה רשמי
he-0956,/admin/diagnostics,src/routes/admin.diagnostics.tsx:294,jsx_text,no,מעקב שוטף במהלך ההכשרה
he-0957,/admin/diagnostics,src/routes/admin.diagnostics.tsx:297,jsx_text,no,נדרשת הכנה נוספת — לחזור לתהליך הכשרה עם Haile Drive AI
he-0958,/admin/diagnostics,src/routes/admin.diagnostics.tsx:298,jsx_text,no,לאבחן מחדש בעוד 60 יום
he-0959,/admin/diagnostics,src/routes/admin.diagnostics.tsx:299,jsx_text,no,לחזק תחומים שזוהו כחלשים
he-0960,/admin/diagnostics,src/routes/admin.diagnostics.tsx:304,template,no,<!-- החלטה -->
he-0961,/admin/diagnostics,src/routes/admin.diagnostics.tsx:306,template,no,"<div class=""section-title"">החלטה סופית <span class=""pg"">עמוד 6/6</span></div>"
he-0962,/admin/diagnostics,src/routes/admin.diagnostics.tsx:312,template,no,"? 'המועמד עומד בכל דרישות הכשירות לנהג רכב ציבורי. מומלץ להמשיך לשלב המרב""ד הרשמי.'"
he-0963,/admin/diagnostics,src/routes/admin.diagnostics.tsx:314,template,no,"? ""המועמד מציג פרופיל חיובי עם נקודה הדורשת בחינה נוספת. מומלץ ראיון פנים-אל-פנים תוך 30 יום."""
he-0964,/admin/diagnostics,src/routes/admin.diagnostics.tsx:315,template,no,": ""המועמד זקוק להכנה נוספת. מומלץ לחזור לתהליך הכשרה ולאבחן מחדש בעוד 60 יום.""}"
he-0965,/admin/diagnostics,src/routes/admin.diagnostics.tsx:319,template,no,<!-- חתימות -->
he-0966,/admin/diagnostics,src/routes/admin.diagnostics.tsx:322,template,no,"<div class=""sig-label"">גורם מאבחן</div>"
he-0967,/admin/diagnostics,src/routes/admin.diagnostics.tsx:326,template,no,"<div class=""sig-label"">תאריך הפקת הדוח</div>"
he-0968,/admin/diagnostics,src/routes/admin.diagnostics.tsx:330,template,no,"<div class=""sig-label"">מספר דוח</div>"
he-0969,/admin/diagnostics,src/routes/admin.diagnostics.tsx:334,template,no,"<div class=""sig-label"">גרסת אלגוריתם</div>"
he-0970,/admin/diagnostics,src/routes/admin.diagnostics.tsx:342,template,no,<!-- פוטר -->
he-0971,/admin/diagnostics,src/routes/admin.diagnostics.tsx:345,template,no,דוח מספר: BEQA-2026-${reportNo} &nbsp;|&nbsp; הופק: ${today}<br>
he-0972,/admin/diagnostics,src/routes/admin.diagnostics.tsx:346,template,no,מסמך זה הוכן לצורך הגשה למשרד התחבורה ורשות הרישוי &nbsp;|&nbsp; © 2026 Haile Drive AI — כל הזכויות שמורות
he-0973,/admin/diagnostics,src/routes/admin.diagnostics.tsx:349,template,no,<!-- כפתור הדפסה -->
he-0974,/admin/diagnostics,src/routes/admin.diagnostics.tsx:352,template,no,🖨️ שמור כ-PDF
he-0975,/admin/diagnostics,src/routes/admin.diagnostics.tsx:417,string,no,דוחות אבחון
he-0976,/admin/diagnostics,src/routes/admin.diagnostics.tsx:420,jsx_text,no,אבחוני BEQA
he-0977,/admin/diagnostics,src/routes/admin.diagnostics.tsx:426,jsx_text,no,שגיאה בטעינה:
he-0978,/admin/diagnostics,src/routes/admin.diagnostics.tsx:428,jsx_text,no,אין אבחונים עדיין
he-0979,/admin/diagnostics,src/routes/admin.diagnostics.tsx:433,jsx_text,no,תאריך
he-0980,/admin/diagnostics,src/routes/admin.diagnostics.tsx:434,jsx_text,no,שם מועמד
he-0981,/admin/diagnostics,src/routes/admin.diagnostics.tsx:435,jsx_text,no,ציון BEQA
he-0982,/admin/diagnostics,src/routes/admin.diagnostics.tsx:436,jsx_text,no,דיוק
he-0983,/admin/diagnostics,src/routes/admin.diagnostics.tsx:437,jsx_text,no,המלצה
he-0984,/admin/diagnostics,src/routes/admin.diagnostics.tsx:438,jsx_text,no,כפתור
he-0985,/admin/diagnostics,src/routes/admin.diagnostics.tsx:470,jsx_text,no,📄 הפק דוח
he-0986,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:11,string,no,עריכת שאלות — Haile Drive AI
he-0987,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:47,string,no,שאלה נוספה
he-0988,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:52,string,no,נמחק
he-0989,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:66,string,no,טקסט שאלה חובה
he-0990,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:68,string,no,לפחות 2 אפשרויות
he-0991,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:69,string,no,בחר תשובה נכונה
he-0992,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:76,template,no,"עריכת שאלות — ${examQ.data?.title ?? """"}"
he-0993,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:78,jsx_text,no,בנק מבחנים
he-0994,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:84,jsx_text,no,שאלה חדשה
he-0995,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:87,string,no,טוען מבחן ושאלות מהמסד…
he-0996,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:88,jsx_text,no,טעינת הנתונים נכשלה:
he-0997,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:91,jsx_text,no,אין שאלות עדיין.
he-0998,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:96,jsx_text,no,שאלה
he-0999,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:108,string,no,למחוק שאלה?
he-1000,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:117,jsx_text,no,שאלה חדשה
he-1001,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:120,jsx_text,no,טקסט השאלה *
he-1002,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:124,jsx_text,no,תמונה (אופציונלי)
he-1003,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:126,jsx_text,no,מעלה…
he-1004,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:130,jsx_text,no,אפשרויות (סמן את הנכונה)
he-1005,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:135,template,no,אפשרות ${i + 1}
he-1006,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:141,jsx_text,no,ביטול
he-1007,/admin/exams/$examId,src/routes/admin.exams.$examId.tsx:142,jsx_text,no,הוסף
he-1008,/admin/exams,src/routes/admin.exams.tsx:4,string,no,מבחנים — Haile Drive AI
he-1009,/admin/inbox,src/routes/admin.inbox.tsx:26,string,no,תיבת פניות — ניהול
he-1010,/admin/inbox,src/routes/admin.inbox.tsx:32,template,no,${m} ד׳
he-1011,/admin/inbox,src/routes/admin.inbox.tsx:34,template,no,${h} ש׳
he-1012,/admin/inbox,src/routes/admin.inbox.tsx:35,template,no,${Math.floor(h / 24)} י׳
he-1013,/admin/inbox,src/routes/admin.inbox.tsx:39,string,no,🐛 תקלה
he-1014,/admin/inbox,src/routes/admin.inbox.tsx:40,string,no,💡 הצעה
he-1015,/admin/inbox,src/routes/admin.inbox.tsx:41,string,no,😤 תלונה
he-1016,/admin/inbox,src/routes/admin.inbox.tsx:42,string,no,👏 מחמאה
he-1017,/admin/inbox,src/routes/admin.inbox.tsx:45,string,no,🏢 הנהלה
he-1018,/admin/inbox,src/routes/admin.inbox.tsx:46,string,no,👨‍🏫 מרצה
he-1019,/admin/inbox,src/routes/admin.inbox.tsx:47,string,no,📋 מזכירה
he-1020,/admin/inbox,src/routes/admin.inbox.tsx:55,string,no,תיבת פניות ומשובים
he-1021,/admin/inbox,src/routes/admin.inbox.tsx:63,jsx_text,no,משובים (
he-1022,/admin/inbox,src/routes/admin.inbox.tsx:67,jsx_text,no,פניות (
he-1023,/admin/inbox,src/routes/admin.inbox.tsx:73,string,no,אין משובים.
he-1024,/admin/inbox,src/routes/admin.inbox.tsx:96,string,no,עודכן
he-1025,/admin/inbox,src/routes/admin.inbox.tsx:119,jsx_text,no,פתוח
he-1026,/admin/inbox,src/routes/admin.inbox.tsx:120,jsx_text,no,בבדיקה
he-1027,/admin/inbox,src/routes/admin.inbox.tsx:121,jsx_text,no,טופל
he-1028,/admin/inbox,src/routes/admin.inbox.tsx:127,string,no,תגובת ההנהלה (תוצג לסטודנט)
he-1029,/admin/inbox,src/routes/admin.inbox.tsx:132,string,no,שמור
he-1030,/admin/inbox,src/routes/admin.inbox.tsx:141,string,no,אין פניות.
he-1031,/admin/inbox,src/routes/admin.inbox.tsx:159,string,no,התגובה נשלחה
he-1032,/admin/inbox,src/routes/admin.inbox.tsx:175,jsx_text,no,חדש
he-1033,/admin/inbox,src/routes/admin.inbox.tsx:189,jsx_text,no,תגובה ·
he-1034,/admin/inbox,src/routes/admin.inbox.tsx:200,string,no,כתוב תשובה לסטודנט…
he-1035,/admin/inbox,src/routes/admin.inbox.tsx:211,string,no,סומן כנקרא
he-1036,/admin/inbox,src/routes/admin.inbox.tsx:216,jsx_text,no,סמן כנקרא
he-1037,/admin/inbox,src/routes/admin.inbox.tsx:225,jsx_text,no,שלח
he-1038,/admin/lessons,src/routes/admin.lessons.tsx:43,string,no,ניהול שיעורים
he-1039,/admin/lessons,src/routes/admin.lessons.tsx:49,jsx_text,no,נהל חומרי לימוד
he-1040,/admin/lessons,src/routes/admin.lessons.tsx:55,jsx_text,no,טוען…
he-1041,/admin/lessons,src/routes/admin.lessons.tsx:60,jsx_text,no,עדיין לא הועלו שיעורים.
he-1042,/admin/lessons,src/routes/admin.lessons.tsx:62,jsx_text,no,"עבור ל""חומרי לימוד"" כדי להעלות"
he-1043,/admin/lessons,src/routes/admin.lessons.tsx:70,jsx_text,no,שיעור
he-1044,/admin/lessons,src/routes/admin.lessons.tsx:71,jsx_text,no,קטגוריה
he-1045,/admin/lessons,src/routes/admin.lessons.tsx:72,jsx_text,no,סוג
he-1046,/admin/lessons,src/routes/admin.lessons.tsx:73,jsx_text,no,קישור
he-1047,/admin/lessons,src/routes/admin.lessons.tsx:84,string,no,לא ניתן לפתוח קובץ
he-1048,/admin/lessons,src/routes/admin.lessons.tsx:101,jsx_text,no,פתח
he-1049,/admin/makeup,src/routes/admin.makeup.tsx:11,string,no,השלמות שיעורים — Haile Drive AI
he-1050,/admin/makeup,src/routes/admin.makeup.tsx:16,string,no,ממתין לשיבוץ
he-1051,/admin/makeup,src/routes/admin.makeup.tsx:17,string,no,משובץ
he-1052,/admin/makeup,src/routes/admin.makeup.tsx:18,string,no,הושלם
he-1053,/admin/makeup,src/routes/admin.makeup.tsx:19,string,no,בוטל
he-1054,/admin/makeup,src/routes/admin.makeup.tsx:54,string,no,השלמות שיעורים
he-1055,/admin/makeup,src/routes/admin.makeup.tsx:56,jsx_text,no,מנוע שיבוץ אוטומטי
he-1056,/admin/makeup,src/routes/admin.makeup.tsx:57,jsx_text,no,תלמידים שפספסו שיעור — שיבוץ להשלמה
he-1057,/admin/makeup,src/routes/admin.makeup.tsx:59,jsx_text,no,כל סימון
he-1058,/admin/makeup,src/routes/admin.makeup.tsx:59,string,no,חסר
he-1059,/admin/makeup,src/routes/admin.makeup.tsx:59,jsx_text,no,בלוח הנוכחות פותח אוטומטית רשומת השלמה. בחר/י כיתה ותאריך — המערכת מציעה התאמות לפי עיר ונושא.
he-1060,/admin/makeup,src/routes/admin.makeup.tsx:64,string,no,ממתין
he-1061,/admin/makeup,src/routes/admin.makeup.tsx:65,string,no,משובץ
he-1062,/admin/makeup,src/routes/admin.makeup.tsx:66,string,no,הושלם
he-1063,/admin/makeup,src/routes/admin.makeup.tsx:67,string,no,בוטל
he-1064,/admin/makeup,src/routes/admin.makeup.tsx:79,template,no,הכול (${all.length})
he-1065,/admin/makeup,src/routes/admin.makeup.tsx:88,jsx_text,no,אין רשומות בקטגוריה זו.
he-1066,/admin/makeup,src/routes/admin.makeup.tsx:138,string,no,השיבוץ נשמר
he-1067,/admin/makeup,src/routes/admin.makeup.tsx:139,string,no,שגיאה בשמירה
he-1068,/admin/makeup,src/routes/admin.makeup.tsx:144,string,no,הסטטוס עודכן
he-1069,/admin/makeup,src/routes/admin.makeup.tsx:145,string,no,שגיאה בעדכון
he-1070,/admin/makeup,src/routes/admin.makeup.tsx:154,string,no,תלמיד לא ידוע
he-1071,/admin/makeup,src/routes/admin.makeup.tsx:156,jsx_text,no,פספס:
he-1072,/admin/makeup,src/routes/admin.makeup.tsx:169,jsx_text,no,הצעות:
he-1073,/admin/makeup,src/routes/admin.makeup.tsx:191,jsx_text,no,בחר/י כיתת השלמה…
he-1074,/admin/makeup,src/routes/admin.makeup.tsx:208,string,no,עדכן שיבוץ
he-1075,/admin/makeup,src/routes/admin.makeup.tsx:208,string,no,שבץ
he-1076,/admin/makeup,src/routes/admin.makeup.tsx:215,string,no,הערות (אופציונלי)
he-1077,/admin/makeup,src/routes/admin.makeup.tsx:223,jsx_text,no,משובץ ל:
he-1078,/admin/makeup,src/routes/admin.makeup.tsx:233,jsx_text,no,סמן כהושלם
he-1079,/admin/makeup,src/routes/admin.makeup.tsx:241,jsx_text,no,בטל
he-1080,/admin/makeup,src/routes/admin.makeup.tsx:249,jsx_text,no,"החזר ל""ממתין"""
he-1081,/admin/notifications,src/routes/admin.notifications.tsx:18,string,no,תזכורות SMS/WhatsApp — Haile Drive AI
he-1082,/admin/notifications,src/routes/admin.notifications.tsx:23,string,no,ממתין
he-1083,/admin/notifications,src/routes/admin.notifications.tsx:24,string,no,נשלח
he-1084,/admin/notifications,src/routes/admin.notifications.tsx:25,string,no,נכשל
he-1085,/admin/notifications,src/routes/admin.notifications.tsx:26,string,no,בוטל
he-1086,/admin/notifications,src/routes/admin.notifications.tsx:31,string,no,24 שעות לפני
he-1087,/admin/notifications,src/routes/admin.notifications.tsx:32,string,no,שעתיים לפני
he-1088,/admin/notifications,src/routes/admin.notifications.tsx:33,string,no,בוקר היום (07:00)
he-1089,/admin/notifications,src/routes/admin.notifications.tsx:34,string,no,ידני (עכשיו)
he-1090,/admin/notifications,src/routes/admin.notifications.tsx:58,string,no,מבחן
he-1091,/admin/notifications,src/routes/admin.notifications.tsx:58,string,no,השלמה
he-1092,/admin/notifications,src/routes/admin.notifications.tsx:58,string,no,שיעור
he-1093,/admin/notifications,src/routes/admin.notifications.tsx:61,template,no,"שלום ${opts.candidateName}, תזכורת ל${heLabel}: ${opts.eventTitle} — ${when}${where}."
he-1094,/admin/notifications,src/routes/admin.notifications.tsx:119,string,no,בחר אירוע
he-1095,/admin/notifications,src/routes/admin.notifications.tsx:121,string,no,בחר לפחות נמען אחד
he-1096,/admin/notifications,src/routes/admin.notifications.tsx:155,string,no,אף נמען עם טלפון תקין
he-1097,/admin/notifications,src/routes/admin.notifications.tsx:162,template,no,${rows.length} תזכורות נוספו לתור${skipped.length ?
he-1098,/admin/notifications,src/routes/admin.notifications.tsx:162,jsx_text,no,· דולגו $
he-1099,/admin/notifications,src/routes/admin.notifications.tsx:162,jsx_text,no,ללא טלפון
he-1100,/admin/notifications,src/routes/admin.notifications.tsx:167,string,no,שגיאה בהוספה
he-1101,/admin/notifications,src/routes/admin.notifications.tsx:176,string,no,נשלח
he-1102,/admin/notifications,src/routes/admin.notifications.tsx:177,string,no,נכשל
he-1103,/admin/notifications,src/routes/admin.notifications.tsx:180,string,no,שגיאה
he-1104,/admin/notifications,src/routes/admin.notifications.tsx:185,string,no,תזכורות SMS / WhatsApp
he-1105,/admin/notifications,src/routes/admin.notifications.tsx:190,jsx_text,no,יצירת תזכורות חדשות
he-1106,/admin/notifications,src/routes/admin.notifications.tsx:194,jsx_text,no,אירוע מהלוז
he-1107,/admin/notifications,src/routes/admin.notifications.tsx:203,jsx_text,no,בחר אירוע…
he-1108,/admin/notifications,src/routes/admin.notifications.tsx:213,jsx_text,no,ערוץ
he-1109,/admin/notifications,src/routes/admin.notifications.tsx:234,jsx_text,no,תזמון
he-1110,/admin/notifications,src/routes/admin.notifications.tsx:249,jsx_text,no,נמענים (
he-1111,/admin/notifications,src/routes/admin.notifications.tsx:251,jsx_text,no,סמן הכל
he-1112,/admin/notifications,src/routes/admin.notifications.tsx:252,jsx_text,no,נקה
he-1113,/admin/notifications,src/routes/admin.notifications.tsx:256,jsx_text,no,בחר אירוע כדי לראות נמענים
he-1114,/admin/notifications,src/routes/admin.notifications.tsx:258,jsx_text,no,אין מועמדים בכיתה זו
he-1115,/admin/notifications,src/routes/admin.notifications.tsx:277,string,no,אין טלפון
he-1116,/admin/notifications,src/routes/admin.notifications.tsx:286,jsx_text,no,הודעה מותאמת (אופציונלי)
he-1117,/admin/notifications,src/routes/admin.notifications.tsx:291,string,no,ריק = הודעה דו-לשונית אוטומטית (עברית + אמהרית)
he-1118,/admin/notifications,src/routes/admin.notifications.tsx:301,string,no,הוסף לתור
he-1119,/admin/notifications,src/routes/admin.notifications.tsx:304,jsx_text,no,"תזכורות מתוזמנות יישלחו אוטומטית כל 5 דק' ע""י ה-cron. שליחה ידנית זמינה ברשימה למטה."
he-1120,/admin/notifications,src/routes/admin.notifications.tsx:312,jsx_text,no,תור והיסטוריה
he-1121,/admin/notifications,src/routes/admin.notifications.tsx:343,jsx_text,no,מתוזמן:
he-1122,/admin/notifications,src/routes/admin.notifications.tsx:344,template,no,"· נשלח: ${new Date(n.sent_at).toLocaleString(""he-IL"")}"
he-1123,/admin/notifications,src/routes/admin.notifications.tsx:345,template,no,· שגיאה: ${n.error}
he-1124,/admin/notifications,src/routes/admin.notifications.tsx:351,string,no,שלח עכשיו
he-1125,/admin/notifications,src/routes/admin.notifications.tsx:359,string,no,מחק
he-1126,/admin/notifications,src/routes/admin.notifications.tsx:375,jsx_text,no,אין תזכורות עדיין
he-1127,/admin/organization,src/routes/admin.organization.tsx:9,string,no,ארגון — Haile Drive AI
he-1128,/admin/organization,src/routes/admin.organization.tsx:16,string,no,🏫 כיתות
he-1129,/admin/organization,src/routes/admin.organization.tsx:17,string,no,👥 קבוצות
